"Date","Price","Open","High","Low","Vol.","Change %"
"May 10, 2022","162.779","172.739","189.400","151.176","363.67K","-5.77%"
"May 09, 2022","172.739","216.943","220.643","172.739","332.37K","-20.45%"
"May 08, 2022","217.147","204.542","222.012","200.004","301.55K","6.20%"
"May 07, 2022","204.479","218.380","223.376","199.433","216.51K","-6.37%"
"May 06, 2022","218.380","206.660","218.599","200.628","220.90K","5.67%"
"May 05, 2022","206.672","225.268","229.608","199.642","240.56K","-8.26%"
"May 04, 2022","225.268","207.218","225.644","206.203","232.74K","8.71%"
"May 03, 2022","207.218","198.837","215.546","198.760","229.89K","4.22%"
"May 02, 2022","198.837","212.047","216.322","196.220","269.97K","-6.23%"
"May 01, 2022","212.047","214.517","227.852","208.508","236.80K","-1.18%"
"Apr 30, 2022","214.574","220.688","233.857","212.599","250.85K","-2.78%"
"Apr 29, 2022","220.708","227.416","235.570","216.952","229.31K","-2.95%"
"Apr 28, 2022","227.416","229.447","237.900","223.769","199.59K","-0.89%"
"Apr 27, 2022","229.449","230.189","235.831","221.639","241.07K","-0.32%"
"Apr 26, 2022","230.189","254.437","264.362","227.646","265.31K","-9.53%"
"Apr 25, 2022","254.437","252.646","259.855","237.546","258.53K","0.71%"
"Apr 24, 2022","252.646","266.532","268.889","248.344","194.59K","-5.21%"
"Apr 23, 2022","266.532","268.226","278.854","262.600","180.15K","-0.67%"
"Apr 22, 2022","268.338","278.332","288.132","261.268","275.75K","-3.59%"
"Apr 21, 2022","278.332","266.759","288.795","265.812","383.73K","4.34%"
"Apr 20, 2022","266.759","253.786","270.429","251.100","286.00K","5.09%"
"Apr 19, 2022","253.850","266.134","268.645","250.183","274.65K","-4.61%"
"Apr 18, 2022","266.123","241.096","269.507","233.805","353.45K","10.31%"
"Apr 17, 2022","241.257","236.319","243.408","234.985","128.14K","2.09%"
"Apr 16, 2022","236.319","239.384","239.466","228.285","129.73K","-1.28%"
"Apr 15, 2022","239.384","229.419","239.783","228.264","140.69K","4.27%"
"Apr 14, 2022","229.588","237.052","240.181","223.828","152.42K","-3.14%"
"Apr 13, 2022","237.032","231.942","238.473","227.060","190.46K","2.19%"
"Apr 12, 2022","231.942","226.108","249.856","224.729","544.91K","2.55%"
"Apr 11, 2022","226.179","235.700","243.630","215.791","413.48K","-4.05%"
"Apr 10, 2022","235.715","239.834","244.679","228.943","263.61K","-1.72%"
"Apr 09, 2022","239.834","217.206","244.742","216.584","338.54K","10.42%"
"Apr 08, 2022","217.206","226.048","227.307","215.145","171.44K","-3.91%"
"Apr 07, 2022","226.049","213.503","228.237","213.020","197.91K","5.88%"
"Apr 06, 2022","213.503","222.208","224.366","212.022","208.99K","-3.92%"
"Apr 05, 2022","222.208","222.159","228.514","218.094","186.61K","-0.00%"
"Apr 04, 2022","222.214","217.339","224.049","211.584","130.37K","2.24%"
"Apr 03, 2022","217.339","212.651","218.849","209.308","92.94K","2.20%"
"Apr 02, 2022","212.651","218.353","222.716","212.121","142.98K","-2.54%"
"Apr 01, 2022","218.187","212.710","222.023","208.820","156.95K","2.57%"
"Mar 31, 2022","212.715","221.284","223.261","211.173","128.21K","-3.87%"
"Mar 30, 2022","221.284","222.105","223.304","216.427","134.39K","-0.37%"
"Mar 29, 2022","222.105","214.604","225.583","214.604","142.82K","3.50%"
"Mar 28, 2022","214.604","215.829","221.513","212.860","149.99K","-0.57%"
"Mar 27, 2022","215.829","206.977","215.915","205.209","142.57K","4.28%"
"Mar 26, 2022","206.977","199.657","209.731","199.277","121.06K","3.67%"
"Mar 25, 2022","199.657","203.804","204.732","198.819","145.80K","-2.03%"
"Mar 24, 2022","203.804","197.341","204.374","193.987","141.79K","3.27%"
"Mar 23, 2022","197.341","193.830","197.517","191.111","92.16K","1.81%"
"Mar 22, 2022","193.830","191.490","198.040","189.715","134.32K","1.22%"
"Mar 21, 2022","191.490","194.593","195.531","188.402","156.24K","-1.59%"
"Mar 20, 2022","194.593","197.415","204.680","194.131","168.34K","-1.43%"
"Mar 19, 2022","197.415","195.101","201.999","190.901","196.63K","1.19%"
"Mar 18, 2022","195.101","187.600","196.699","185.900","17.87M","4.00%"
"Mar 17, 2022","187.600","189.300","191.599","185.501","14.94M","-0.90%"
"Mar 16, 2022","189.300","183.199","193.299","182.300","29.39M","3.33%"
"Mar 15, 2022","183.199","185.899","191.300","176.802","27.34M","-1.45%"
"Mar 14, 2022","185.899","175.800","186.398","173.801","20.57M","5.57%"
"Mar 13, 2022","176.099","185.399","194.599","174.501","32.69M","-4.97%"
"Mar 12, 2022","185.300","170.600","186.599","169.801","25.96M","8.62%"
"Mar 11, 2022","170.600","178.600","178.600","166.801","23.28M","-4.48%"
"Mar 10, 2022","178.600","188.399","192.499","165.303","38.65M","-5.20%"
"Mar 09, 2022","188.399","203.199","207.799","185.600","81.25M","-7.28%"
"Mar 08, 2022","203.199","158.000","207.298","157.301","60.17M","28.61%"
"Mar 07, 2022","158.000","158.900","162.899","153.500","14.48M","-0.57%"
"Mar 06, 2022","158.900","165.999","173.297","158.701","22.14M","-4.28%"
"Mar 05, 2022","165.999","159.800","165.999","155.900","8.40M","3.94%"
"Mar 04, 2022","159.700","172.127","179.357","156.283","21.15M","-7.22%"
"Mar 03, 2022","172.127","177.914","181.217","170.878","145.97K","-3.25%"
"Mar 02, 2022","177.914","177.895","181.078","173.047","140.98K","0.01%"
"Mar 01, 2022","177.891","170.297","179.976","170.171","144.62K","4.45%"
"Feb 28, 2022","170.304","150.673","170.367","148.652","172.40K","13.03%"
"Feb 27, 2022","150.676","157.716","159.556","148.366","135.81K","-4.46%"
"Feb 26, 2022","157.716","153.853","159.894","151.899","114.70K","2.51%"
"Feb 25, 2022","153.858","147.087","156.043","145.223","160.87K","4.61%"
"Feb 24, 2022","147.080","148.739","151.261","132.276","233.98K","-1.14%"
"Feb 23, 2022","148.781","150.821","156.074","148.299","109.54K","-1.35%"
"Feb 22, 2022","150.821","147.856","151.392","140.681","172.02K","2.01%"
"Feb 21, 2022","147.856","153.702","161.627","147.332","193.61K","-3.80%"
"Feb 20, 2022","153.702","161.070","161.538","151.131","120.95K","-4.57%"
"Feb 19, 2022","161.070","160.083","165.401","158.347","135.18K","0.62%"
"Feb 18, 2022","160.083","163.701","166.737","158.900","138.30K","-2.21%"
"Feb 17, 2022","163.701","178.990","180.851","163.067","131.56K","-8.51%"
"Feb 16, 2022","178.924","182.466","183.626","178.093","108.22K","-1.94%"
"Feb 15, 2022","182.466","176.162","183.287","174.538","148.26K","3.58%"
"Feb 14, 2022","176.162","173.742","177.534","167.947","92.77K","1.40%"
"Feb 13, 2022","173.732","173.797","175.232","170.814","79.99K","-0.03%"
"Feb 12, 2022","173.792","169.400","175.089","164.315","117.20K","2.59%"
"Feb 11, 2022","169.400","179.135","181.248","166.302","133.17K","-5.46%"
"Feb 10, 2022","179.191","185.940","187.236","177.269","141.48K","-3.63%"
"Feb 09, 2022","185.940","178.695","185.940","175.567","130.74K","4.12%"
"Feb 08, 2022","178.587","184.838","187.525","174.615","179.05K","-3.38%"
"Feb 07, 2022","184.838","173.615","185.269","170.911","181.60K","6.46%"
"Feb 06, 2022","173.615","168.552","174.186","166.498","106.29K","2.97%"
"Feb 05, 2022","168.602","165.241","169.926","161.914","164.06K","2.03%"
"Feb 04, 2022","165.241","146.835","165.759","146.642","225.14K","12.57%"
"Feb 03, 2022","146.786","144.879","146.926","140.702","139.37K","1.39%"
"Feb 02, 2022","144.770","146.111","150.273","143.966","155.37K","-0.92%"
"Feb 01, 2022","146.111","147.188","148.106","143.400","166.19K","-0.71%"
"Jan 31, 2022","147.160","147.957","148.019","140.588","165.14K","-0.54%"
"Jan 30, 2022","147.957","153.548","154.796","145.823","137.22K","-3.64%"
"Jan 29, 2022","153.548","149.036","155.479","148.768","106.19K","3.03%"
"Jan 28, 2022","149.036","144.789","149.218","140.900","136.29K","2.93%"
"Jan 27, 2022","144.789","148.160","149.727","139.341","213.96K","-2.27%"
"Jan 26, 2022","148.152","144.795","158.103","142.943","276.91K","2.44%"
"Jan 25, 2022","144.622","146.787","147.733","139.622","327.70K","-1.47%"
"Jan 24, 2022","146.787","156.894","156.894","134.889","293.49K","-6.44%"
"Jan 23, 2022","156.894","152.170","158.865","148.239","193.96K","3.10%"
"Jan 22, 2022","152.170","172.925","175.355","140.487","370.64K","-12.00%"
"Jan 21, 2022","172.925","188.706","191.975","167.264","264.07K","-8.36%"
"Jan 20, 2022","188.706","201.371","209.993","188.054","141.33K","-6.29%"
"Jan 19, 2022","201.371","204.108","212.728","199.160","173.12K","-1.37%"
"Jan 18, 2022","204.160","214.540","217.759","199.694","196.39K","-4.85%"
"Jan 17, 2022","214.556","224.244","230.636","212.058","235.45K","-4.32%"
"Jan 16, 2022","224.244","217.811","228.369","213.247","129.92K","2.95%"
"Jan 15, 2022","217.811","229.900","231.045","217.271","132.29K","-5.26%"
"Jan 14, 2022","229.901","223.529","230.975","217.225","297.93K","2.85%"
"Jan 13, 2022","223.529","199.211","229.870","198.490","430.94K","12.29%"
"Jan 12, 2022","199.057","192.759","200.967","192.751","138.39K","3.27%"
"Jan 11, 2022","192.759","182.501","193.253","181.138","189.75K","5.57%"
"Jan 10, 2022","182.596","190.859","194.385","178.975","187.22K","-4.30%"
"Jan 09, 2022","190.807","183.944","194.697","183.060","189.68K","3.74%"
"Jan 08, 2022","183.925","194.746","197.780","179.251","188.26K","-5.56%"
"Jan 07, 2022","194.746","204.649","208.839","192.054","230.20K","-4.84%"
"Jan 06, 2022","204.649","206.383","206.409","194.056","177.03K","-0.82%"
"Jan 05, 2022","206.332","222.064","225.143","200.839","172.11K","-7.08%"
"Jan 04, 2022","222.064","231.419","233.351","220.372","153.04K","-4.07%"
"Jan 03, 2022","231.495","239.662","239.662","223.684","175.41K","-3.41%"
"Jan 02, 2022","239.662","250.155","251.107","236.458","185.23K","-4.18%"
"Jan 01, 2022","250.123","228.600","252.819","228.582","240.50K","9.39%"
"Dec 31, 2021","228.649","225.313","235.002","223.080","179.95K","1.48%"
"Dec 30, 2021","225.307","214.798","228.565","209.223","208.24K","4.89%"
"Dec 29, 2021","214.798","208.492","218.761","203.041","137.80K","3.02%"
"Dec 28, 2021","208.492","220.752","221.103","207.252","192.94K","-5.55%"
"Dec 27, 2021","220.752","217.078","236.474","215.674","236.78K","1.69%"
"Dec 26, 2021","217.078","211.053","217.481","206.206","96.92K","2.85%"
"Dec 25, 2021","211.053","204.147","218.124","203.165","116.67K","3.38%"
"Dec 24, 2021","204.147","209.754","210.465","200.525","126.84K","-2.67%"
"Dec 23, 2021","209.754","190.651","215.174","187.600","216.62K","10.01%"
"Dec 22, 2021","190.668","189.055","194.567","186.318","149.53K","0.82%"
"Dec 21, 2021","189.120","188.975","197.962","187.435","180.45K","0.07%"
"Dec 20, 2021","188.982","184.041","193.242","179.549","211.33K","2.65%"
"Dec 19, 2021","184.094","181.252","186.016","178.129","121.74K","1.57%"
"Dec 18, 2021","181.252","181.549","185.786","178.121","102.74K","-0.16%"
"Dec 17, 2021","181.549","187.182","188.767","176.866","128.92K","-3.01%"
"Dec 16, 2021","187.182","188.157","198.318","185.093","171.29K","-0.52%"
"Dec 15, 2021","188.157","186.854","190.654","178.973","144.71K","0.70%"
"Dec 14, 2021","186.854","184.063","188.344","180.265","136.33K","1.52%"
"Dec 13, 2021","184.063","197.852","198.918","181.753","182.88K","-6.97%"
"Dec 12, 2021","197.852","198.377","202.037","191.632","142.21K","-0.21%"
"Dec 11, 2021","198.271","189.600","199.825","187.399","147.79K","4.57%"
"Dec 10, 2021","189.600","189.296","197.517","186.220","219.02K","0.07%"
"Dec 09, 2021","189.475","209.692","210.554","187.960","166.20K","-9.65%"
"Dec 08, 2021","209.702","206.925","214.020","200.754","157.74K","1.34%"
"Dec 07, 2021","206.925","201.549","208.205","199.524","171.22K","2.67%"
"Dec 06, 2021","201.549","201.186","203.739","185.931","173.18K","0.19%"
"Dec 05, 2021","201.164","204.739","206.366","193.534","168.69K","-1.75%"
"Dec 04, 2021","204.739","223.901","225.412","178.260","306.00K","-8.56%"
"Dec 03, 2021","223.901","239.351","243.992","218.516","199.91K","-6.45%"
"Dec 02, 2021","239.351","230.676","241.686","225.583","172.59K","3.76%"
"Dec 01, 2021","230.676","237.900","242.688","227.403","169.39K","-3.05%"
"Nov 30, 2021","237.934","235.793","250.302","228.212","248.93K","0.91%"
"Nov 29, 2021","235.793","239.295","240.055","233.435","158.61K","-1.45%"
"Nov 28, 2021","239.264","228.110","239.306","219.923","147.01K","4.90%"
"Nov 27, 2021","228.090","226.173","233.698","225.677","136.33K","0.85%"
"Nov 26, 2021","226.173","248.126","249.412","218.281","210.29K","-8.73%"
"Nov 25, 2021","247.817","243.932","250.865","241.690","190.99K","1.59%"
"Nov 24, 2021","243.932","237.543","246.953","233.251","233.17K","2.93%"
"Nov 23, 2021","236.997","231.902","239.295","225.766","161.45K","2.21%"
"Nov 22, 2021","231.883","250.987","251.046","229.174","165.48K","-7.74%"
"Nov 21, 2021","251.344","247.085","253.646","242.254","118.14K","1.72%"
"Nov 20, 2021","247.085","238.540","251.913","237.053","143.16K","3.58%"
"Nov 19, 2021","238.540","226.456","239.628","224.385","145.92K","5.34%"
"Nov 18, 2021","226.456","241.763","244.158","224.153","243.48K","-6.35%"
"Nov 17, 2021","241.818","240.779","244.499","230.945","220.62K","0.43%"
"Nov 16, 2021","240.779","268.061","268.093","231.488","295.20K","-10.18%"
"Nov 15, 2021","268.061","274.970","278.941","265.177","158.38K","-2.52%"
"Nov 14, 2021","274.985","270.768","281.696","266.614","152.95K","1.56%"
"Nov 13, 2021","270.768","260.635","274.984","258.410","130.14K","3.89%"
"Nov 12, 2021","260.635","263.755","266.989","252.163","162.77K","-1.41%"
"Nov 11, 2021","264.360","267.413","271.042","261.137","217.63K","-1.14%"
"Nov 10, 2021","267.413","289.450","292.829","260.250","285.76K","-7.61%"
"Nov 09, 2021","289.450","274.799","293.930","269.475","273.99K","5.33%"
"Nov 08, 2021","274.799","266.753","275.116","261.974","182.65K","3.02%"
"Nov 07, 2021","266.753","259.737","266.829","258.960","115.32K","2.70%"
"Nov 06, 2021","259.737","255.735","262.603","249.295","108.27K","1.42%"
"Nov 05, 2021","256.111","260.783","262.869","253.423","137.02K","-1.79%"
"Nov 04, 2021","260.783","266.123","266.995","256.128","130.63K","-1.95%"
"Nov 03, 2021","265.963","275.070","275.241","263.933","158.69K","-3.27%"
"Nov 02, 2021","274.958","270.921","277.312","267.850","126.63K","1.49%"
"Nov 01, 2021","270.921","274.422","278.260","267.280","165.41K","-1.18%"
"Oct 31, 2021","274.150","262.851","276.117","262.663","162.43K","4.30%"
"Oct 30, 2021","262.851","268.924","269.750","260.746","134.78K","-2.09%"
"Oct 29, 2021","268.468","267.247","271.230","265.224","180.31K","0.50%"
"Oct 28, 2021","267.124","255.600","271.041","253.212","259.09K","4.51%"
"Oct 27, 2021","255.600","279.964","283.400","248.816","335.94K","-8.70%"
"Oct 26, 2021","279.950","286.986","293.927","278.960","300.79K","-2.45%"
"Oct 25, 2021","286.986","289.291","296.787","284.063","250.81K","-0.82%"
"Oct 24, 2021","289.357","267.339","295.045","266.676","262.31K","8.24%"
"Oct 23, 2021","267.339","266.514","269.639","261.463","109.14K","0.27%"
"Oct 22, 2021","266.622","271.001","275.173","264.078","175.31K","-1.62%"
"Oct 21, 2021","271.001","260.048","275.141","257.903","247.70K","4.21%"
"Oct 20, 2021","260.047","255.037","265.553","253.301","155.93K","1.96%"
"Oct 19, 2021","255.037","256.589","260.406","251.666","126.29K","-0.60%"
"Oct 18, 2021","256.589","261.029","264.493","252.629","134.39K","-1.64%"
"Oct 17, 2021","260.863","267.556","268.361","253.518","134.66K","-2.50%"
"Oct 16, 2021","267.547","274.081","274.605","265.082","150.72K","-2.38%"
"Oct 15, 2021","274.081","266.726","279.000","261.092","200.04K","2.85%"
"Oct 14, 2021","266.490","274.638","274.712","264.678","140.31K","-2.99%"
"Oct 13, 2021","274.699","277.156","283.142","269.777","143.41K","-0.87%"
"Oct 12, 2021","277.120","276.692","280.782","268.541","184.64K","0.18%"
"Oct 11, 2021","276.627","270.239","279.959","265.455","174.47K","2.36%"
"Oct 10, 2021","270.239","278.251","282.472","269.599","126.14K","-2.88%"
"Oct 09, 2021","278.251","277.680","282.133","273.993","130.12K","0.21%"
"Oct 08, 2021","277.680","277.707","286.465","276.276","169.80K","-0.01%"
"Oct 07, 2021","277.707","286.533","295.616","275.957","223.20K","-3.08%"
"Oct 06, 2021","286.533","270.739","294.383","262.551","241.86K","5.83%"
"Oct 05, 2021","270.742","264.730","275.634","261.074","194.08K","2.22%"
"Oct 04, 2021","264.863","259.180","267.225","251.647","149.64K","2.29%"
"Oct 03, 2021","258.936","252.880","263.267","250.400","150.50K","2.37%"
"Oct 02, 2021","252.942","257.507","262.394","251.759","164.03K","-1.83%"
"Oct 01, 2021","257.668","250.933","261.553","243.286","223.19K","2.68%"
"Sep 30, 2021","250.933","233.899","254.186","232.948","159.25K","7.28%"
"Sep 29, 2021","233.899","229.611","240.628","228.895","156.06K","1.87%"
"Sep 28, 2021","229.611","234.310","243.650","228.421","184.32K","-2.08%"
"Sep 27, 2021","234.490","234.283","248.114","233.736","187.53K","0.09%"
"Sep 26, 2021","234.284","236.164","236.954","221.979","227.02K","-0.86%"
"Sep 25, 2021","236.326","233.600","242.293","230.350","189.38K","1.17%"
"Sep 24, 2021","233.600","249.126","254.370","224.286","285.04K","-6.23%"
"Sep 23, 2021","249.126","244.941","250.886","243.477","179.56K","1.71%"
"Sep 22, 2021","244.941","217.481","245.467","214.628","230.26K","12.64%"
"Sep 21, 2021","217.456","231.198","237.388","212.682","285.94K","-5.94%"
"Sep 20, 2021","231.198","259.814","261.252","226.773","3.97K","-11.02%"
"Sep 19, 2021","259.833","271.744","276.219","258.579","144.91K","-4.41%"
"Sep 18, 2021","271.806","262.545","271.946","260.017","122.81K","3.53%"
"Sep 17, 2021","262.545","264.029","267.581","256.987","132.62K","-0.57%"
"Sep 16, 2021","264.040","269.118","273.307","259.737","193.26K","-1.83%"
"Sep 15, 2021","268.961","268.491","274.330","265.474","192.68K","0.18%"
"Sep 14, 2021","268.491","263.393","274.736","256.063","311.42K","2.03%"
"Sep 13, 2021","263.137","256.114","269.784","242.067","355.90K","2.74%"
"Sep 12, 2021","256.114","249.669","258.408","246.276","9.61K","2.58%"
"Sep 11, 2021","249.669","249.109","258.633","247.374","90.08K","0.25%"
"Sep 10, 2021","249.039","261.344","268.122","244.552","101.79K","-4.71%"
"Sep 09, 2021","261.344","256.817","266.883","253.849","250.47K","1.82%"
"Sep 08, 2021","256.665","262.759","270.838","245.479","371.57K","-2.03%"
"Sep 07, 2021","261.974","315.164","316.172","233.915","459.34K","-16.88%"
"Sep 06, 2021","315.164","315.186","321.604","301.155","209.71K","-0.01%"
"Sep 05, 2021","315.186","305.038","319.202","299.898","181.12K","3.33%"
"Sep 04, 2021","305.038","303.612","311.252","299.099","133.97K","0.47%"
"Sep 03, 2021","303.604","302.749","309.507","296.849","161.64K","0.28%"
"Sep 02, 2021","302.749","302.973","309.487","297.942","168.63K","-0.10%"
"Sep 01, 2021","303.059","285.944","303.468","280.254","127.81K","5.97%"
"Aug 31, 2021","285.974","281.852","292.784","279.347","110.63K","1.46%"
"Aug 30, 2021","281.852","291.443","295.189","281.207","129.90K","-3.26%"
"Aug 29, 2021","291.360","300.559","306.531","286.960","151.93K","-2.98%"
"Aug 28, 2021","300.314","315.037","316.638","298.600","90.03K","-4.67%"
"Aug 27, 2021","315.037","291.621","316.741","286.251","136.32K","8.04%"
"Aug 26, 2021","291.596","314.082","317.581","286.734","162.87K","-7.15%"
"Aug 25, 2021","314.066","308.297","324.978","298.210","166.30K","1.87%"
"Aug 24, 2021","308.286","318.494","339.561","303.111","148.12K","-3.21%"
"Aug 23, 2021","318.494","306.274","334.650","302.268","164.95K","4.02%"
"Aug 22, 2021","306.195","288.010","306.728","275.917","113.58K","6.35%"
"Aug 21, 2021","287.914","282.143","293.290","272.711","90.82K","2.06%"
"Aug 20, 2021","282.096","264.272","283.506","262.353","104.57K","6.76%"
"Aug 19, 2021","264.244","252.596","264.304","247.183","133.00K","4.55%"
"Aug 18, 2021","252.734","256.254","261.980","246.074","134.91K","-1.40%"
"Aug 17, 2021","256.329","267.038","278.004","255.501","138.26K","-4.08%"
"Aug 16, 2021","267.234","271.920","284.938","266.355","133.45K","-1.73%"
"Aug 15, 2021","271.933","271.268","275.100","261.633","114.54K","0.25%"
"Aug 14, 2021","271.268","272.985","279.264","265.114","121.80K","-0.64%"
"Aug 13, 2021","273.016","257.165","273.326","254.932","140.21K","6.16%"
"Aug 12, 2021","257.165","268.365","276.428","252.258","155.02K","-4.21%"
"Aug 11, 2021","268.456","266.347","279.305","265.960","131.06K","0.79%"
"Aug 10, 2021","266.347","269.406","270.894","260.207","155.06K","-1.17%"
"Aug 09, 2021","269.510","256.833","271.898","253.998","139.60K","4.94%"
"Aug 08, 2021","256.833","271.864","274.716","256.185","150.48K","-5.41%"
"Aug 07, 2021","271.537","262.856","275.836","259.461","138.48K","3.30%"
"Aug 06, 2021","262.869","252.806","267.022","250.754","155.83K","3.97%"
"Aug 05, 2021","252.821","245.229","253.904","237.322","144.68K","3.14%"
"Aug 04, 2021","245.127","225.832","245.730","222.994","114.71K","8.54%"
"Aug 03, 2021","225.832","232.653","236.844","223.702","119.18K","-2.95%"
"Aug 02, 2021","232.692","236.036","244.273","228.574","124.32K","-1.50%"
"Aug 01, 2021","236.235","239.607","249.376","232.275","132.82K","-1.41%"
"Jul 31, 2021","239.607","242.283","249.021","234.387","130.77K","-1.09%"
"Jul 30, 2021","242.249","241.498","245.297","230.141","131.10K","0.35%"
"Jul 29, 2021","241.407","235.360","248.059","230.862","121.14K","2.59%"
"Jul 28, 2021","235.316","225.864","235.316","222.285","138.46K","4.19%"
"Jul 27, 2021","225.861","218.149","226.414","214.283","151.97K","3.49%"
"Jul 26, 2021","218.248","213.132","234.981","212.601","184.23K","2.21%"
"Jul 25, 2021","213.530","207.521","214.561","204.430","82.90K","2.67%"
"Jul 24, 2021","207.976","203.737","208.462","201.970","87.61K","2.08%"
"Jul 23, 2021","203.737","197.699","203.737","194.517","86.80K","3.05%"
"Jul 22, 2021","197.699","196.637","202.491","190.206","117.52K","0.54%"
"Jul 21, 2021","196.635","182.788","200.111","178.936","159.87K","7.58%"
"Jul 20, 2021","182.788","188.968","191.678","179.024","159.03K","-3.27%"
"Jul 19, 2021","188.968","199.186","200.262","187.772","121.97K","-5.13%"
"Jul 18, 2021","199.186","197.655","204.968","197.137","82.25K","0.77%"
"Jul 17, 2021","197.655","192.912","199.379","191.103","90.27K","2.49%"
"Jul 16, 2021","192.848","196.758","199.986","191.522","110.15K","-1.97%"
"Jul 15, 2021","196.723","203.424","205.391","190.254","109.96K","-3.29%"
"Jul 14, 2021","203.424","203.590","204.946","192.688","103.10K","-0.03%"
"Jul 13, 2021","203.480","206.756","211.504","200.390","99.79K","-1.58%"
"Jul 12, 2021","206.756","211.607","216.728","203.081","97.38K","-2.29%"
"Jul 11, 2021","211.607","209.633","214.704","207.908","78.52K","0.94%"
"Jul 10, 2021","209.633","212.676","217.394","206.812","88.83K","-1.43%"
"Jul 09, 2021","212.676","205.064","214.753","199.875","104.50K","3.71%"
"Jul 08, 2021","205.066","215.283","215.699","202.536","120.31K","-4.75%"
"Jul 07, 2021","215.283","221.904","231.389","214.366","122.40K","-2.98%"
"Jul 06, 2021","221.904","214.306","222.321","211.983","98.09K","3.55%"
"Jul 05, 2021","214.306","219.956","220.386","205.725","109.97K","-2.57%"
"Jul 04, 2021","219.956","215.214","225.171","215.131","92.71K","2.20%"
"Jul 03, 2021","215.214","211.532","216.291","206.887","86.33K","1.74%"
"Jul 02, 2021","211.532","206.079","211.617","199.582","109.55K","2.65%"
"Jul 01, 2021","206.079","222.827","223.146","203.378","137.06K","-7.32%"
"Jun 30, 2021","222.349","217.068","223.646","209.094","135.94K","2.44%"
"Jun 29, 2021","217.062","212.896","227.036","212.452","145.37K","2.06%"
"Jun 28, 2021","212.677","211.676","217.138","205.948","127.82K","0.56%"
"Jun 27, 2021","211.502","202.669","211.839","195.475","116.69K","4.36%"
"Jun 26, 2021","202.669","195.506","202.781","185.467","171.38K","3.46%"
"Jun 25, 2021","195.891","225.630","227.509","192.922","193.17K","-13.18%"
"Jun 24, 2021","225.627","218.504","226.760","204.319","161.05K","3.26%"
"Jun 23, 2021","218.509","201.327","223.757","193.113","231.95K","8.55%"
"Jun 22, 2021","201.304","203.543","225.664","180.513","322.81K","-1.10%"
"Jun 21, 2021","203.543","264.483","265.587","200.313","267.01K","-23.07%"
"Jun 20, 2021","264.591","268.162","271.094","248.099","150.64K","-1.43%"
"Jun 19, 2021","268.421","264.835","281.758","263.458","165.62K","1.35%"
"Jun 18, 2021","264.835","276.901","279.814","261.043","173.11K","-4.36%"
"Jun 17, 2021","276.901","262.127","281.441","261.964","129.79K","5.64%"
"Jun 16, 2021","262.127","278.681","288.469","259.803","145.91K","-6.22%"
"Jun 15, 2021","279.502","275.404","285.374","272.379","157.04K","1.49%"
"Jun 14, 2021","275.408","261.122","275.424","258.648","148.08K","5.47%"
"Jun 13, 2021","261.122","242.767","261.866","237.874","117.90K","7.56%"
"Jun 12, 2021","242.767","242.795","251.588","232.076","125.56K","-0.01%"
"Jun 11, 2021","242.795","255.261","258.278","240.496","155.21K","-4.88%"
"Jun 10, 2021","255.261","274.501","282.544","254.709","190.52K","-7.01%"
"Jun 09, 2021","274.501","253.137","275.130","237.348","260.92K","8.44%"
"Jun 08, 2021","253.137","249.033","255.665","222.781","227.14K","1.65%"
"Jun 07, 2021","249.033","272.230","281.014","247.250","157.21K","-8.52%"
"Jun 06, 2021","272.230","263.984","276.764","262.618","148.69K","3.07%"
"Jun 05, 2021","264.122","287.265","294.993","257.522","216.03K","-8.09%"
"Jun 04, 2021","287.356","309.324","311.366","268.690","234.36K","-6.99%"
"Jun 03, 2021","308.956","294.461","315.580","285.999","208.95K","4.92%"
"Jun 02, 2021","294.461","266.083","294.922","262.624","177.90K","10.72%"
"Jun 01, 2021","265.945","272.609","275.729","253.032","188.90K","-2.48%"
"May 31, 2021","272.702","261.603","275.468","242.439","168.09K","4.12%"
"May 30, 2021","261.920","242.856","267.624","226.317","214.10K","7.92%"
"May 29, 2021","242.689","262.476","296.716","229.338","400.71K","-7.54%"
"May 28, 2021","262.476","250.433","266.359","219.151","288.57K","4.81%"
"May 27, 2021","250.427","268.580","268.852","243.451","191.48K","-6.70%"
"May 26, 2021","268.398","246.871","271.435","243.223","218.04K","8.72%"
"May 25, 2021","246.871","256.151","265.125","227.191","267.12K","-3.50%"
"May 24, 2021","255.824","226.163","256.550","214.891","298.53K","13.11%"
"May 23, 2021","226.163","231.973","261.072","176.615","494.55K","-2.49%"
"May 22, 2021","231.945","257.451","263.036","223.378","443.69K","-9.91%"
"May 21, 2021","257.451","282.223","329.983","228.579","655.74K","-8.78%"
"May 20, 2021","282.223","199.746","290.935","183.280","364.84K","40.80%"
"May 19, 2021","200.436","342.352","345.931","152.490","460.97K","-41.46%"
"May 18, 2021","342.368","340.459","361.577","327.231","202.17K","0.55%"
"May 17, 2021","340.503","391.899","391.899","333.632","212.77K","-13.11%"
"May 16, 2021","391.899","383.332","405.447","372.972","203.57K","2.24%"
"May 15, 2021","383.319","413.645","442.774","382.900","236.18K","-7.33%"
"May 14, 2021","413.645","402.974","422.918","398.274","168.32K","2.65%"
"May 13, 2021","402.971","395.690","421.263","371.279","195.52K","2.68%"
"May 12, 2021","392.452","453.541","478.034","391.218","205.65K","-13.47%"
